Churn,customer.tenure,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Total,account.Charges.Monthly,account.Charges.Daily
No,31,Female,0,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,2497.2,79.2,2.69
No,3,Female,1,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),239.05,74.6,2.66
No,1,Male,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,1.51
No,41,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2237.55,55.7,1.82
No,60,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5969.95,103.75,3.32
Yes,2,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,134.35,65.7,2.24
No,29,Male,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,788.05,24.85,0.91
Yes,65,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),6786.4,105.25,3.48
No,2,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,151.75,79.55,2.53
No,5,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,371.6,71.45,2.48
No,2,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,145.15,79.45,2.42
Yes,1,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,2.37
No,28,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,1426.45,54.35,1.7
No,14,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,272.0,19.5,0.65
Yes,58,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,6287.25,108.85,3.61
Yes,15,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,765.5,51.55,1.7
No,19,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1620.8,89.1,2.84
No,60,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,5231.2,89.55,2.91
Yes,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,2.31
No,71,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),5550.1,77.35,2.61
No,1,Male,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0.81
Yes,6,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,547.65,99.95,3.04
No,43,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2640.55,60.4,2.05
No,68,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),5023.0,76.9,2.46
Yes,58,Male,1,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2651.2,45.3,1.52
No,4,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),227.35,55.5,1.89
No,46,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2065.15,45.2,1.5
No,35,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),730.4,19.7,0.7
No,47,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3865.6,86.05,2.74
No,25,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),495.15,20.95,0.66
No,19,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1760.25,94.95,3.09
No,49,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3720.35,74.6,2.53
No,6,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,435.0,69.1,2.42
No,68,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1396.0,20.0,0.68
No,58,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1160.75,20.3,0.67
No,25,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,499.4,20.75,0.67
No,24,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,609.05,24.2,0.85
No,6,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,552.65,89.75,3.07
No,15,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,1071.4,69.5,2.38
No,26,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2349.8,92.4,3.01
No,16,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1083.7,69.1,2.26
No,10,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,676.15,70.3,2.25
No,21,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,985.05,45.65,1.56
No,67,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),4868.4,74.0,2.42
No,19,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,610.2,34.95,1.07
No,40,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1006.9,25.25,0.84
Yes,16,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1534.75,100.0,3.2
No,57,Male,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3265.95,57.5,1.91
No,41,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3439.0,80.25,2.8
No,28,Female,0,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,1546.3,54.3,1.84
No,70,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),5743.3,79.7,2.73
No,21,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,467.15,24.7,0.74
No,36,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,620.75,19.55,0.57
No,70,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),5222.3,74.1,2.49
Yes,8,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,606.55,74.5,2.53
No,2,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,134.05,84.05,2.23
No,56,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),3282.75,60.25,1.95
Yes,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,2.34
No,4,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,294.2,70.5,2.45
No,63,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1177.05,19.15,0.62
No,68,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),4859.95,70.8,2.38
Yes,15,Female,1,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,1426.75,96.3,3.17
No,43,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,3398.9,80.45,2.63
Yes,1,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,0.66
No,35,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),954.9,26.2,0.91
No,60,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1189.9,19.95,0.66
No,71,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,7985.9,111.3,3.75
No,71,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6239.05,90.55,2.93
No,24,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1732.6,70.0,2.41
No,23,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),2292.75,99.95,3.32
No,72,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),2763.0,38.5,1.28
Yes,70,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),4759.75,65.3,2.27
No,72,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7920.7,109.55,3.67
No,1,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,1.84
Yes,3,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,256.6,75.85,2.85
No,72,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8126.65,112.6,3.76
No,34,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),980.35,26.1,0.96
No,24,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1167.8,49.7,1.62
Yes,37,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2345.2,64.75,2.11
No,32,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2324.7,75.5,2.42
No,26,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),504.2,19.3,0.65
Yes,22,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1498.2,69.5,2.27
No,43,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4209.95,99.3,3.26
No,17,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,358.05,19.4,0.7
No,71,Male,1,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3765.05,52.3,1.77
No,7,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,155.9,20.65,0.74
No,22,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,400.3,19.9,0.61
No,68,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),4741.45,70.95,2.32
Yes,32,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2661.1,85.3,2.77
No,55,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4266.4,77.75,2.59
No,47,Female,1,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),3252.0,67.45,2.31
Yes,3,Male,0,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,29.6,0.88
Yes,15,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,1270.2,86.2,2.82
No,55,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4600.95,85.1,2.79
No,72,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),5959.3,83.6,2.76
No,49,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4889.2,98.35,3.33
No,7,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,165.35,19.45,0.79
No,47,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1250.85,26.9,0.89
No,12,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),269.65,24.0,0.75
Yes,33,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2757.85,83.35,2.79
No,34,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),938.65,30.4,0.92
Yes,1,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,2.48
No,63,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6597.25,104.8,3.49
No,20,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,416.45,20.0,0.69
No,47,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,3496.3,74.05,2.48
No,68,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),4375.8,62.65,2.15
Yes,29,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2952.85,99.05,3.39
No,64,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,3210.35,49.85,1.67
No,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,1.52
No,12,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),505.95,45.9,1.41
No,53,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,5576.3,105.25,3.51
No,24,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1938.05,84.35,2.69
No,72,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6652.45,90.95,3.08
No,66,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,5013.0,75.1,2.53
No,42,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2077.95,49.55,1.65
No,58,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),5430.35,94.7,3.12
Yes,65,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,6941.2,109.15,3.56
No,46,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),3958.85,84.8,2.87
No,45,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),867.3,18.85,0.64
No,1,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,1.84
No,61,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1445.2,24.2,0.79
No,72,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7966.9,110.3,3.69
Yes,10,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),435.4,44.85,1.45
Yes,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,1.83
No,18,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1373.05,75.9,2.54
No,51,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,5720.35,111.55,3.74
Yes,8,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),778.1,95.65,3.24
No,57,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),4368.95,74.6,2.55
No,10,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1064.95,98.9,3.55
No,35,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3554.6,99.05,3.39
No,9,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,348.15,44.4,1.29
No,1,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,0.68
No,24,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),482.8,20.4,0.67
No,2,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.45,20.45,0.71
No,3,Male,0,Yes,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,101.1,35.1,1.12
Yes,35,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3110.1,85.95,2.96
No,27,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2595.25,95.6,3.2
No,70,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7349.35,104.45,3.5
No,10,Female,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,583.0,54.25,1.94
No,55,Male,1,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),3316.1,60.0,2.01
No,31,Male,0,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1523.4,50.05,1.64
Yes,13,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1364.3,106.9,3.5
No,64,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6741.15,109.2,3.51
No,71,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1681.6,24.45,0.79
No,66,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),7082.5,109.25,3.58
No,52,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1031.7,19.35,0.66
No,2,Male,0,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.3,54.45,1.45
Yes,14,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1369.8,100.2,3.26
No,57,Female,0,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2782.4,49.9,1.63
No,21,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,416.4,19.95,0.66
Yes,9,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,672.55,71.0,2.49
Yes,1,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,2.51
No,8,Female,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,504.05,64.1,2.1
No,17,Male,1,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1752.45,101.8,3.44
No,17,Male,0,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,1445.95,80.85,2.84
No,15,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,603.0,38.8,1.34
No,62,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1201.65,20.05,0.65
No,13,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,592.65,43.8,1.52
No,68,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5882.75,86.5,2.88
No,58,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),3505.1,59.9,2.01
No,19,Female,0,No,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1297.8,60.6,2.28
No,13,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),559.2,44.8,1.43
Yes,31,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2806.9,89.9,3.02
No,71,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1389.35,19.9,0.65
No,61,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,6993.65,115.1,3.82
Yes,7,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),644.35,95.6,3.07
